playlist_id,track_id
7,12493
7,17495
7,13424
7,7109
7,14714
7,15650
7,15740
7,159
7,19243
7,17920
7,6620
7,1063
7,13808
7,20023
7,5893
7,3483
7,1775
7,7660
7,7478
7,5649
7,1461
7,18190
7,2494
7,16890
7,2204
7,12393
7,18418
7,13640
7,8869
7,13359
7,15296
7,17114
7,3767
7,5668
7,15640
34,16759
34,9266
34,13302
34,18536
34,8248
34,523
34,11656
34,14694
34,9458
34,15865
34,7185
34,4925
34,16765
34,13446
34,5263
34,16563
34,19296
34,8456
34,10001
34,15527
34,13518
34,9198
34,1553
34,17371
34,3753
34,6707
34,19541
34,10992
34,18661
34,14579
77,12393
77,11483
77,17114
77,12910
77,10833
77,10137
77,308
77,7989
77,16385
77,1063
77,19243
77,18191
77,4492
77,5649
77,15908
77,16673
77,10013
77,17239
77,12599
77,17826
77,15770
77,13640
77,1023
77,19926
77,14796
77,14732
77,603
77,18804
77,11886
77,15935
77,4189
77,9337
77,12943
77,18090
77,10834
77,10496
77,17524
138,9834
138,12766
138,17283
138,15704
138,11789
138,20501
138,8971
138,8474
138,18055
138,9619
138,1860
138,8031
138,7173
138,5012
138,12897
138,20380
138,4370
138,20533
138,20170
138,663
138,9499
138,4683
138,14147
138,9486
138,6575
138,17062
138,17081
138,3831
138,8922
138,19154
138,20238
138,12600
138,13063
138,9940
138,13107
138,16058
138,14262
138,14631
138,13939
138,19969
138,11688
138,11503
138,15455
138,14755
138,20223
138,8079
138,12175
138,10584
143,8145
143,7817
143,3074
143,7751
143,3965
143,18428
143,4288
143,10024
143,5141
143,10711
143,1189
143,4949
143,16502
143,3976
143,20515
143,7479
143,11502
143,12488
143,19377
143,10848
143,411
143,12651
143,2497
143,6254
143,17762
143,14338
143,8852
143,14322
143,2919
143,5622
143,315
143,20548
143,10922
143,15771
143,16182
143,2243
143,2705
143,9942
143,3109
143,13256
143,18600
143,225
143,460
143,15869
143,19164
180,8437
180,14659
180,1951
180,9440
180,20408
180,19878
180,7577
180,17715
180,15558
180,11070
180,18074
180,20461
180,3093
180,15935
180,11963
180,17226
180,17947
180,11740
180,2980
180,5881
180,4910
180,13833
180,16862
180,797
180,10269
180,8866
180,15542
180,1163
180,17568
180,5576
180,13368
180,7150
180,8749
180,14826
180,6823
180,12765
180,13624
180,17309
180,13435
180,10833
180,4321
180,3129
180,1473
180,11842
241,1580
241,4510
241,688
241,15781
241,1900
241,5739
241,4839
241,1056
241,14295
241,11956
241,2175
241,10013
241,5881
241,11614
241,15511
241,13622
241,1020
241,10139
241,10742
241,12721
241,4834
241,5630
241,1656
241,7077
241,14378
241,1587
241,16866
241,3551
244,13980
244,573
244,1746
244,5903
244,14527
244,2439
244,11490
244,12923
244,12298
244,17174
244,11366
244,3729
244,19628
244,12261
244,7765
244,8956
244,6253
244,13101
244,18637
244,5224
244,7009
244,5881
244,15373
244,14591
244,3885
244,18381
244,9105
244,18649
268,4916
268,7197
268,16114
268,9037
268,16718
268,18336
268,2399
268,4111
268,1247
268,13803
268,2577
268,16546
268,14154
268,1569
268,3950
268,18580
268,8440
268,9791
268,14243
268,12460
268,16366
268,14867
268,14790
268,16708
268,18040
268,1253
268,1898
268,20369
268,17586
268,4109
268,15684
268,15006
268,6842
268,4147
268,11214
268,16008
268,19802
268,6453
268,18669
268,12373
268,14289
268,3009
268,12075
268,13862
268,9229
268,17112
271,4016
271,2665
271,10852
271,13972
271,16024
271,13865
271,1039
271,913
271,8618
271,19770
271,9211
271,9579
271,19628
271,1779
271,9804
271,387
271,3938
271,5042
271,16173
271,3207
271,12906
271,11076
271,16674
271,17944
271,16002
271,14904
271,5612
271,6085
271,16331
271,5751
271,13622
271,4745
277,20461
277,10833
277,18490
277,17131
277,18231
277,2980
277,9201
277,16579
277,4089
277,13154
277,13129
277,4359
277,6433
277,17281
277,15801
277,4962
277,508
277,579
277,16505
277,2640
277,14229
277,11675
277,4202
277,14301
277,699
277,11687
290,4029
290,14243
290,8487
290,13975
290,10183
290,8138
290,5474
290,17442
290,4916
290,10930
290,18361
290,4369
290,14504
290,12397
290,16205
290,1476
290,15029
290,1300
290,123
290,17563
290,2236
290,13128
290,13129
290,11572
290,4089
290,508
290,13154
290,12910
290,5947
290,19038
290,15266
290,14360
290,11400
290,6098
290,14443
290,2727
290,10201
290,15430
290,18815
290,3685
290,7989
290,9441
290,9984
290,15916
290,17709
392,17568
392,20235
392,6239
392,11373
392,541
392,4949
392,5621
392,2997
392,18074
392,12393
392,9155
392,16948
392,16464
392,13993
392,5576
392,14820
392,14556
392,6015
392,15499
392,12707
392,18875
392,4818
392,1195
392,14466
392,15413
392,8145
392,4242
392,7886
392,4910
392,1752
392,20225
392,5036
392,1591
392,17429
392,12963
392,2367
392,15474
392,6433
392,2491
392,8150
392,296
392,17239
392,1866
392,18649
392,6892
392,20263
392,4482
392,2001
413,6220
413,6732
413,3129
413,468
413,7070
413,17154
413,15942
413,7889
413,4026
413,12768
413,15653
413,3551
413,15646
413,3373
413,4477
413,17064
413,1133
413,17516
413,6441
413,18598
413,8852
413,9525
413,19688
413,19602
413,2460
413,10603
432,16808
432,17228
432,17897
432,2765
432,913
432,2887
432,11260
432,19336
432,20007
432,9314
432,19556
432,1014
432,13539
432,16404
432,8838
432,6715
432,17935
432,523
432,20488
432,6258
